prefix,prefix_bits,manufacturer,registry_type,is_ieee_reserved
000210,24,Fenecom,MA-L,false
000211,24,Nature Worldwide Technology Corp,MA-L,false
000212,24,Sierracom,MA-L,false
000213,24,S.D.E.L.,MA-L,false
000214,24,DTVRO,MA-L,false
000215,24,Cotas Computer Technology A/B,MA-L,false
000216,24,"Cisco Systems, Inc",MA-L,false
000217,24,"Cisco Systems, Inc",MA-L,false
000218,24,Advanced Scientific Corp,MA-L,false
000219,24,Paralon Technologies,MA-L,false
00021A,24,Zuma Networks,MA-L,false
00021B,24,Kollmorgen-servotronix,MA-L,false
00021C,24,"Network Elements, Inc",MA-L,false
00021D,24,Data General Communication Ltd,MA-L,false
00021E,24,SIMTEL S.R.L.,MA-L,false
00021F,24,Aculab PLC,MA-L,false
000220,24,CANON FINETECH INC.,MA-L,false
000221,24,"DSP Application, Ltd",MA-L,false
000222,24,"Chromisys, Inc",MA-L,false
000223,24,Clicktv,MA-L,false
000224,24,C-COR,MA-L,false
000225,24,One Stop Systems,MA-L,false
000226,24,"Xesystems, Inc",MA-L,false
000227,24,ESD Electronic System Design Gmbh,MA-L,false
000228,24,"Necsom, Ltd",MA-L,false
000229,24,Adtec Corporation,MA-L,false
00022A,24,Asound Electronic,MA-L,false
00022B,24,"SAXA, Inc",MA-L,false
00022C,24,"ABB Bomem, Inc",MA-L,false
00022D,24,Agere Systems,MA-L,false
00022E,24,TEAC Corp. R& D,MA-L,false
00022F,24,"P-cube, Ltd",MA-L,false
000230,24,Intersoft Electronics,MA-L,false
000231,24,Ingersoll-rand,MA-L,false
000232,24,"Avision, Inc",MA-L,false
000233,24,"Mantra Communications, Inc",MA-L,false
000234,24,"Imperial Technology, Inc",MA-L,false
000235,24,Paragon Networks International,MA-L,false
000236,24,INIT Gmbh,MA-L,false
000237,24,Cosmo Research Corp,MA-L,false
000238,24,"Serome Technology, Inc",MA-L,false
000239,24,Visicom,MA-L,false
00023A,24,ZSK Stickmaschinen Gmbh,MA-L,false
00023B,24,Ericsson,MA-L,false
00023C,24,"Creative Technology, Ltd",MA-L,false
00023D,24,"Cisco Systems, Inc",MA-L,false
00023E,24,Selta Telematica S.p.a,MA-L,false
00023F,24,Compal Electronics INC.,MA-L,false
000240,24,"Seedek Co., Ltd",MA-L,false
000241,24,Amer.com,MA-L,false
000242,24,Videoframe Systems,MA-L,false
000243,24,"Raysis Co., Ltd",MA-L,false
000244,24,SURECOM Technology Co.,MA-L,false
000245,24,"Lampus Co, Ltd",MA-L,false
000246,24,"All-win Tech Co., Ltd",MA-L,false
000247,24,"Great Dragon Information Technology (group) Co., Ltd",MA-L,false
000248,24,Pilz Gmbh & Co.,MA-L,false
000249,24,"Aviv Infocom Co, Ltd",MA-L,false
00024A,24,"Cisco Systems, Inc",MA-L,false
00024B,24,"Cisco Systems, Inc",MA-L,false
00024C,24,"Sibyte, Inc",MA-L,false
00024D,24,Mannesman Dematic Colby Pty. Ltd,MA-L,false
00024E,24,Datacard Group,MA-L,false
00024F,24,IPM Datacom S.R.L.,MA-L,false
000250,24,"Geyser Networks, Inc",MA-L,false
000251,24,"Soma Networks, Inc",MA-L,false
000252,24,Carrier Corporation,MA-L,false
000253,24,"Televideo, Inc",MA-L,false
000254,24,Worldgate,MA-L,false
000255,24,IBM Corp,MA-L,false
000256,24,"Alpha Processor, Inc",MA-L,false
000257,24,Microcom Corp,MA-L,false
000258,24,Flying Packets Communications,MA-L,false
000259,24,"Tsann Kuen China (shanghai)enterprise Co., Ltd. IT Group",MA-L,false
00025A,24,Catena Networks,MA-L,false
00025B,24,Cambridge Silicon Radio,MA-L,false
00025C,24,"SCI Systems (kunshan) Co., Ltd",MA-L,false
00025D,24,Calix Networks,MA-L,false
00025E,24,High Technology Ltd,MA-L,false
00025F,24,Nortel Networks,MA-L,false
000260,24,"Accordion Networks, Inc",MA-L,false
000261,24,Tilgin AB,MA-L,false
000262,24,"Soyo Group Soyo Com Tech Co., Ltd",MA-L,false
000263,24,RPS S.p.a.,MA-L,false
000264,24,Audioramp.com,MA-L,false
000265,24,Virditech Co. Ltd,MA-L,false
000266,24,Thermalogic Corporation,MA-L,false
000267,24,"NODE RUNNER, INC.",MA-L,false
000268,24,Harris Government Communications,MA-L,false
000269,24,"Nadatel Co., Ltd",MA-L,false
00026A,24,"Cocess Telecom Co., Ltd",MA-L,false
00026B,24,"BCM Computers Co., Ltd",MA-L,false
00026C,24,Philips CFT,MA-L,false
00026D,24,Adept Telecom,MA-L,false
00026E,24,"Negen Access, Inc",MA-L,false
00026F,24,"Senao International Co., Ltd",MA-L,false
000270,24,"Crewave Co., Ltd",MA-L,false
000271,24,"Zhone Technologies, Inc",MA-L,false
000272,24,"CC&C Technologies, Inc",MA-L,false
000273,24,Coriolis Networks,MA-L,false
000274,24,Tommy Technologies Corp,MA-L,false
000275,24,"SMART Technologies, Inc",MA-L,false
000276,24,Primax Electronics Ltd,MA-L,false
000277,24,Cash Systemes Industrie,MA-L,false
000278,24,"SAMSUNG ELECTRO MECHANICS CO., LTD.",MA-L,false
000279,24,"Control Applications, Ltd",MA-L,false
00027A,24,IOI Technology Corporation,MA-L,false
00027B,24,"Amplify Net, Inc",MA-L,false
00027C,24,"Trilithic, Inc",MA-L,false
00027D,24,"Cisco Systems, Inc",MA-L,false
00027E,24,"Cisco Systems, Inc",MA-L,false
00027F,24,Ask-technologies.com,MA-L,false
000280,24,"Mu Net, Inc",MA-L,false
000281,24,Madge Ltd,MA-L,false
000282,24,"Viaclix, Inc",MA-L,false
000283,24,"Spectrum Controls, Inc",MA-L,false
000284,24,UK Grid Solutions Limited,MA-L,false
000285,24,Riverstone Networks,MA-L,false
000286,24,Occam Networks,MA-L,false
000287,24,Adapcom,MA-L,false
000288,24,GLOBAL VILLAGE COMMUNICATION,MA-L,false
000289,24,DNE Technologies,MA-L,false
00028A,24,Ambit Microsystems Corporation,MA-L,false
00028B,24,VDSL Systems OY,MA-L,false
00028C,24,Micrel-synergy Semiconductor,MA-L,false
00028D,24,"Movita Technologies, Inc",MA-L,false
00028E,24,"Rapid 5 Networks, Inc",MA-L,false
00028F,24,"Globetek, Inc",MA-L,false
000290,24,"Woorigisool, Inc",MA-L,false
000291,24,"Open Network Co., Ltd",MA-L,false
000292,24,"Logic Innovations, Inc",MA-L,false
000293,24,Solid Data Systems,MA-L,false
000294,24,"Tokyo Sokushin Co., Ltd",MA-L,false
000295,24,MAVENIR IPA UK LTD,MA-L,false
000296,24,"Lectron Co,. Ltd",MA-L,false
000297,24,C-cor.net,MA-L,false
000298,24,Broadframe Corporation,MA-L,false
000299,24,"Apex, Inc",MA-L,false
00029A,24,Storage Apps,MA-L,false
00029B,24,Kreatel Communications AB,MA-L,false
00029C,24,3COM,MA-L,false
00029D,24,Merix Corp,MA-L,false
00029E,24,"Information Equipment Co., Ltd",MA-L,false
00029F,24,L-3 Communication Aviation Recorders,MA-L,false
0002A0,24,Flatstack Ltd,MA-L,false
0002A1,24,World Wide Packets,MA-L,false
0002A2,24,Hilscher Gmbh,MA-L,false
0002A3,24,Hitachi Energy Switzerland Ltd,MA-L,false
0002A4,24,"Addpac Technology Co., Ltd",MA-L,false
0002A5,24,Hewlett Packard,MA-L,false
0002A6,24,"Effinet Systems Co., Ltd",MA-L,false
0002A7,24,Vivace Networks,MA-L,false
0002A8,24,Air Link Technology,MA-L,false
0002A9,24,"RACOM, S.r.o.",MA-L,false
0002AA,24,"Plcom Co., Ltd",MA-L,false
0002AB,24,"CTC Union Technologies Co., Ltd",MA-L,false
0002AC,24,3PAR Data,MA-L,false
0002AD,24,HOYA Corporation,MA-L,false
0002AE,24,Scannex Electronics Ltd,MA-L,false
0002AF,24,"Telecruz Technology, Inc",MA-L,false
0002B0,24,"Hokubu Communication & Industrial Co., Ltd",MA-L,false
0002B1,24,"Anritsu, Ltd",MA-L,false
0002B2,24,Cablevision,MA-L,false
0002B3,24,Intel Corporation,MA-L,false
0002B4,24,DAPHNE,MA-L,false
0002B5,24,"Avnet, Inc",MA-L,false
0002B6,24,"Acrosser Technology Co., Ltd",MA-L,false
0002B7,24,"Watanabe Electric Industry Co., Ltd",MA-L,false
0002B8,24,WHI KONSULT AB,MA-L,false
0002B9,24,"Cisco Systems, Inc",MA-L,false
0002BA,24,"Cisco Systems, Inc",MA-L,false
0002BB,24,Continuous Computing Corp,MA-L,false
0002BC,24,"LVL 7 Systems, Inc",MA-L,false
0002BD,24,"Bionet Co., Ltd",MA-L,false
0002BE,24,"Totsu Engineering, Inc",MA-L,false
0002BF,24,"Dotrocket, Inc",MA-L,false
0002C0,24,"Bencent Tzeng Industry Co., Ltd",MA-L,false
0002C1,24,"Innovative Electronic Designs, Inc",MA-L,false
0002C2,24,Net Vision Telecom,MA-L,false
0002C3,24,Arelnet Ltd,MA-L,false
0002C4,24,"OPT Machine Vision Tech Co., Ltd",MA-L,false
0002C5,24,Evertz Microsystems Ltd,MA-L,false
0002C6,24,Data Track Technology PLC,MA-L,false
0002C7,24,"ALPSALPINE CO,.LTD",MA-L,false
0002C8,24,Technocom Communications Technology (pte) Ltd,MA-L,false
0002C9,24,"Mellanox Technologies, Inc",MA-L,false
0002CA,24,"Endpoints, Inc",MA-L,false
0002CB,24,Tristate Ltd,MA-L,false
0002CC,24,M.C.C.I,MA-L,false
0002CD,24,"Teledream, Inc",MA-L,false
0002CE,24,"Foxjet, Inc",MA-L,false
0002CF,24,"Zygate Communications, Inc",MA-L,false
0002D0,24,Comdial Corporation,MA-L,false
0002D1,24,"Vivotek, Inc",MA-L,false
0002D2,24,Workstation AG,MA-L,false
0002D3,24,"Netbotz, Inc",MA-L,false
0002D4,24,"PDA Peripherals, Inc",MA-L,false
0002D5,24,ACR,MA-L,false
0002D6,24,NICE Systems,MA-L,false
0002D7,24,EMPEG Ltd,MA-L,false
0002D8,24,BRECIS Communications Corporation,MA-L,false
0002D9,24,Reliable Controls,MA-L,false
0002DA,24,"Exio Communications, Inc",MA-L,false
0002DB,24,NETSEC,MA-L,false
0002DC,24,Fujitsu General Limited,MA-L,false
0002DD,24,"Bromax Communications, Ltd",MA-L,false
0002DE,24,"Astrodesign, Inc",MA-L,false
0002DF,24,"Net Com Systems, Inc",MA-L,false
0002E0,24,ETAS Gmbh,MA-L,false
0002E1,24,Integrated Network Corporation,MA-L,false
0002E2,24,NDC Infared Engineering,MA-L,false
0002E3,24,"LITE-ON Communications, Inc",MA-L,false
0002E4,24,"JC HYUN Systems, Inc",MA-L,false
0002E5,24,Timeware Ltd,MA-L,false
0002E6,24,"Gould Instrument Systems, Inc",MA-L,false
0002E7,24,CAB Gmbh & Co KG,MA-L,false
0002E8,24,E.D.&A.,MA-L,false
0002E9,24,CS Systemes De Securite - C3S,MA-L,false
0002EA,24,Focus Enhancements,MA-L,false
0002EB,24,Pico Communications,MA-L,false
0002EC,24,Maschoff Design Engineering,MA-L,false
0002ED,24,"DXO Telecom Co., Ltd",MA-L,false
0002EE,24,Nokia Danmark A/S,MA-L,false
0002EF,24,CCC Network Systems Group Ltd,MA-L,false
0002F0,24,"AME Optimedia Technology Co., Ltd",MA-L,false
0002F1,24,"Pinetron Co., Ltd",MA-L,false
0002F2,24,"Edevice, Inc",MA-L,false
0002F3,24,"Media Serve Co., Ltd",MA-L,false
0002F4,24,"PCTEL, Inc",MA-L,false
0002F5,24,"VIVE Synergies, Inc",MA-L,false
0002F6,24,Equipe Communications,MA-L,false
0002F7,24,ARM,MA-L,false
0002F8,24,"SEAKR Engineering, Inc",MA-L,false
0002F9,24,MIMOS Berhad,MA-L,false
0002FA,24,"DX Antenna Co., Ltd",MA-L,false
0002FB,24,Baumuller Aulugen-systemtechnik Gmbh,MA-L,false
0002FC,24,"Cisco Systems, Inc",MA-L,false
0002FD,24,"Cisco Systems, Inc",MA-L,false
0002FE,24,"Viditec, Inc",MA-L,false
0002FF,24,Handan Broadinfocom,MA-L,false
000300,24,"Barracuda Networks, Inc",MA-L,false
000301,24,EXFO,MA-L,false
000302,24,Charles Industries,MA-L,false
000303,24,"JAMA Electronics Co., Ltd",MA-L,false
000304,24,Pacific Broadband Communications,MA-L,false
000305,24,MSC Vertriebs Gmbh,MA-L,false
000306,24,"Fusion In Tech Co., Ltd",MA-L,false
000307,24,"Secure Works, Inc",MA-L,false
000308,24,"AM Communications, Inc",MA-L,false
000309,24,Texcel Technology PLC,MA-L,false
00030A,24,Argus Technologies,MA-L,false
00030B,24,"Hunter Technology, Inc",MA-L,false
00030C,24,Telesoft Technologies Ltd,MA-L,false
00030D,24,Uniwill Computer Corp,MA-L,false
00030E,24,"Core Communications Co., Ltd",MA-L,false
00030F,24,Digital China (shanghai) Networks Ltd,MA-L,false
000310,24,E-globaledge Corporation,MA-L,false
000311,24,"Micro Technology Co., Ltd",MA-L,false
000312,24,Trsystems Gmbh,MA-L,false
000313,24,Access Media SPA,MA-L,false
000314,24,Teleware Network Systems,MA-L,false
000315,24,Cidco Incorporated,MA-L,false
000316,24,"Nobell Communications, Inc",MA-L,false
000317,24,"Merlin Systems, Inc",MA-L,false
000318,24,"Cyras Systems, Inc",MA-L,false
000319,24,Infineon AG,MA-L,false
00031A,24,"Beijing Broad Telecom Ltd., China",MA-L,false
00031B,24,"Cellvision Systems, Inc",MA-L,false
00031C,24,Svenska Hardvarufabriken AB,MA-L,false
00031D,24,"Taiwan Commate Computer, Inc",MA-L,false
00031E,24,"Optranet, Inc",MA-L,false
00031F,24,Condev Ltd,MA-L,false
000320,24,"Xpeed, Inc",MA-L,false
000321,24,"Reco Research Co., Ltd",MA-L,false
000322,24,"IDIS Co., Ltd",MA-L,false
000323,24,"Cornet Technology, Inc",MA-L,false
000324,24,"LIMNO Co., Ltd",MA-L,false
000325,24,Arima Computer Corp,MA-L,false
000326,24,"Iwasaki Information Systems Co., Ltd",MA-L,false
000327,24,HMS Industrial Networks,MA-L,false
000328,24,"Mace Group, Inc",MA-L,false
000329,24,"F3, Inc",MA-L,false
00032A,24,"Unidata Communication Systems, Inc",MA-L,false
00032B,24,GAI Datenfunksysteme Gmbh,MA-L,false
00032C,24,ABB Switzerland Ltd,MA-L,false
00032D,24,"IBASE Technology, Inc",MA-L,false
00032E,24,"Scope Information Management, Ltd",MA-L,false
00032F,24,"Global Sun Technology, Inc",MA-L,false
000330,24,"Imagenics, Co., Ltd",MA-L,false
000331,24,"Cisco Systems, Inc",MA-L,false
000332,24,"Cisco Systems, Inc",MA-L,false
000333,24,"Digitel Co., Ltd",MA-L,false
000334,24,Omega Engineering Inc,MA-L,false
000335,24,Mirae Technology,MA-L,false
000336,24,Zetes Technologies,MA-L,false
000337,24,"Vaone, Inc",MA-L,false
000338,24,Oak Technology,MA-L,false
000339,24,"Eurologic Systems, Ltd",MA-L,false
00033A,24,"Silicon Wave, Inc",MA-L,false
00033B,24,"TAMI Tech Co., Ltd",MA-L,false
00033C,24,"Daiden Co., Ltd",MA-L,false
00033D,24,Ilshin Lab,MA-L,false
00033E,24,"Tateyama System Laboratory Co., Ltd",MA-L,false
00033F,24,"Bigband Networks, Ltd",MA-L,false
000340,24,"Floware Wireless Systems, Ltd",MA-L,false
000341,24,EVS Broadcast Equipment,MA-L,false
000342,24,Nortel Networks,MA-L,false
000343,24,Martin Professional A/S,MA-L,false
000344,24,"Tietech.co., Ltd",MA-L,false
000345,24,Routrek Networks Corporation,MA-L,false
000346,24,KOKUSAI DENKI Electric Inc,MA-L,false
000347,24,Intel Corporation,MA-L,false
000348,24,"Norscan Instruments, Ltd",MA-L,false
000349,24,Vidicode Datacommunicatie B.V.,MA-L,false
00034A,24,RIAS Corporation,MA-L,false
00034B,24,Nortel Networks,MA-L,false
00034C,24,"Shanghai Digivision Technology Co., Ltd",MA-L,false
00034D,24,"Chiaro Networks, Ltd",MA-L,false
00034E,24,"Pos Data Company, Ltd",MA-L,false
00034F,24,Sur-gard Security,MA-L,false
000350,24,BTICINO SPA,MA-L,false
000351,24,Diebold Nixdorf,MA-L,false
000352,24,Colubris Networks,MA-L,false
000353,24,"Mitac, Inc",MA-L,false
000354,24,Fiber Logic Communications,MA-L,false
000355,24,Terabeam Internet Systems,MA-L,false
000356,24,Diebold Nixdorf,MA-L,false
000357,24,"Intervoice-brite, Inc",MA-L,false
000358,24,Hanyang Digitech Co.ltd,MA-L,false
000359,24,Digitalsis,MA-L,false
00035A,24,Photron Limited,MA-L,false
00035B,24,Bridgewave Communications,MA-L,false
00035C,24,Saint Song Corp,MA-L,false
00035D,24,"Bosung Hi-net Co., Ltd",MA-L,false
00035E,24,"Metropolitan Area Networks, Inc",MA-L,false
00035F,24,Prüftechnik Condition Monitoring Gmbh & Co. KG,MA-L,false
000360,24,"PAC Interactive Technology, Inc",MA-L,false
000361,24,"Widcomm, Inc",MA-L,false
000362,24,"Vodtel Communications, Inc",MA-L,false
000363,24,"Miraesys Co., Ltd",MA-L,false
000364,24,"Scenix Semiconductor, Inc",MA-L,false
000365,24,"Kira Information & Communications, Ltd",MA-L,false
000366,24,ASM Pacific Technology,MA-L,false
000367,24,"Jasmine Networks, Inc",MA-L,false
000368,24,"Embedone Co., Ltd",MA-L,false
000369,24,"Nippon Antenna Co., Ltd",MA-L,false
00036A,24,"Mainnet, Ltd",MA-L,false
00036B,24,"Cisco Systems, Inc",MA-L,false
00036C,24,"Cisco Systems, Inc",MA-L,false
00036D,24,"Runtop, Inc",MA-L,false
00036E,24,Nicon Systems (pty) Limited,MA-L,false
00036F,24,Telsey SPA,MA-L,false
000370,24,"NXTV, Inc",MA-L,false
000371,24,Acomz Networks Corp,MA-L,false
000372,24,ULAN,MA-L,false
000373,24,Aselsan A.S,MA-L,false
000374,24,Control Microsystems,MA-L,false
000375,24,"Netmedia, Inc",MA-L,false
000376,24,"Graphtec Technology, Inc",MA-L,false
000377,24,Gigabit Wireless,MA-L,false
000378,24,"HUMAX Co., Ltd",MA-L,false
000379,24,"Proscend Communications, Inc",MA-L,false
00037A,24,"Taiyo Yuden Co., Ltd",MA-L,false
00037B,24,IDEC IZUMI Corporation,MA-L,false
00037C,24,Coax Media,MA-L,false
00037D,24,Stellcom,MA-L,false
00037E,24,"Portech Communications, Inc",MA-L,false
00037F,24,"Atheros Communications, Inc",MA-L,false
000380,24,SSH Communications Security Corp,MA-L,false
000381,24,Ingenico International,MA-L,false
000382,24,"A-one Co., Ltd",MA-L,false
000383,24,"Metera Networks, Inc",MA-L,false
000384,24,AETA,MA-L,false
000385,24,"Actelis Networks, Inc",MA-L,false
000386,24,"Ho Net, Inc",MA-L,false
000387,24,Blaze Network Products,MA-L,false
000388,24,"Fastfame Technology Co., Ltd",MA-L,false
000389,24,"PLANTRONICS, INC.",MA-L,false
00038A,24,"America Online, Inc",MA-L,false
00038B,24,"PLUS-ONE I&T, Inc",MA-L,false
00038C,24,Total Impact,MA-L,false
00038D,24,"PCS Revenue Control Systems, Inc",MA-L,false
00038E,24,"Atoga Systems, Inc",MA-L,false
00038F,24,Weinschel Corporation,MA-L,false
000390,24,"Digital Video Communications, Inc",MA-L,false
000391,24,"Advanced Digital Broadcast, Ltd",MA-L,false
000392,24,"Hyundai Teletek Co., Ltd",MA-L,false
000393,24,"Apple, Inc",MA-L,false
000394,24,Connect One,MA-L,false
000395,24,California Amplifier,MA-L,false
000396,24,"EZ Cast Co., Ltd",MA-L,false
000397,24,Firebrick Limited,MA-L,false
000398,24,WISI,MA-L,false
000399,24,"Dongju Informations & Communications Co., Ltd",MA-L,false
00039A,24,Siconnect,MA-L,false
00039B,24,"Netchip Technology, Inc",MA-L,false
00039C,24,"Optimight Communications, Inc",MA-L,false
00039D,24,Qisda Corporation,MA-L,false
00039E,24,"Tera System Co., Ltd",MA-L,false
00039F,24,"Cisco Systems, Inc",MA-L,false
0003A0,24,"Cisco Systems, Inc",MA-L,false
0003A1,24,"HIPER Information & Communication, Inc",MA-L,false
0003A2,24,Catapult Communications,MA-L,false
0003A3,24,"MAVIX, Ltd",MA-L,false
0003A4,24,Imation Corp,MA-L,false
0003A5,24,Medea Corporation,MA-L,false
0003A6,24,"Traxit Technology, Inc",MA-L,false
0003A7,24,"Unixtar Technology, Inc",MA-L,false
0003A8,24,"IDOT Computers, Inc",MA-L,false
0003A9,24,AXCENT Media AG,MA-L,false
0003AA,24,Watlow,MA-L,false
0003AB,24,Bridge Information Systems,MA-L,false
0003AC,24,Fronius Schweissmaschinen,MA-L,false
0003AD,24,Emerson Energy Systems AB,MA-L,false
0003AE,24,"Allied Advanced Manufacturing Pte, Ltd",MA-L,false
0003AF,24,Paragea Communications,MA-L,false
0003B0,24,Xsense Technology Corp,MA-L,false
0003B1,24,"ICU Medical, Inc",MA-L,false
0003B2,24,Radware,MA-L,false
0003B3,24,"IA Link Systems Co., Ltd",MA-L,false
0003B4,24,Macrotek International Corp,MA-L,false
0003B5,24,Entra Technology Co.,MA-L,false
0003B6,24,QSI Corporation,MA-L,false
0003B7,24,ZACCESS Systems,MA-L,false
0003B8,24,"Netkit Solutions, LLC",MA-L,false
0003B9,24,"Hualong Telecom Co., Ltd",MA-L,false
0003BA,24,Oracle Corporation,MA-L,false
0003BB,24,Signal Communications Limited,MA-L,false
0003BC,24,COT Gmbh,MA-L,false
0003BD,24,"Omnicluster Technologies, Inc",MA-L,false
0003BE,24,Netility,MA-L,false
0003BF,24,"Centerpoint Broadband Technologies, Inc",MA-L,false
0003C0,24,"RFTNC Co., Ltd",MA-L,false
0003C1,24,Packet Dynamics Ltd,MA-L,false
0003C2,24,Solphone K.K.,MA-L,false
0003C3,24,Micronik Multimedia,MA-L,false
0003C4,24,Tomra Systems ASA,MA-L,false
0003C5,24,Mobotix AG,MA-L,false
0003C6,24,"ICUE Systems, Inc",MA-L,false
0003C7,24,Hopf Elektronik Gmbh,MA-L,false
0003C8,24,CML Emergency Services,MA-L,false
0003C9,24,"TECOM Co., Ltd",MA-L,false
0003CA,24,MTS Systems Corp,MA-L,false
0003CB,24,"Systemgear Co., Ltd",MA-L,false
0003CC,24,"Momentum Computer, Inc",MA-L,false
0003CD,24,"Clovertech, Inc",MA-L,false
0003CE,24,"ETEN Technologies, Inc",MA-L,false
0003CF,24,"Muxcom, Inc",MA-L,false
0003D0,24,"KOANKEISO Co., Ltd",MA-L,false
0003D1,24,Takaya Corporation,MA-L,false
0003D2,24,"Crossbeam Systems, Inc",MA-L,false
0003D3,24,"Internet Energy Systems, Inc",MA-L,false
0003D4,24,"Alloptic, Inc",MA-L,false
0003D5,24,"Advanced Communications Co., Ltd",MA-L,false
0003D6,24,"Radvision, Ltd",MA-L,false
0003D7,24,"Nextnet Wireless, Inc",MA-L,false
0003D8,24,"Impath Networks, Inc",MA-L,false
0003D9,24,Secheron SA,MA-L,false
0003DA,24,"Takamisawa Cybernetics Co., Ltd",MA-L,false
0003DB,24,Apogee Electronics Corp,MA-L,false
0003DC,24,"Lexar Media, Inc",MA-L,false
0003DD,24,Comark Interactive Solutions,MA-L,false
0003DE,24,OTC Wireless,MA-L,false
0003DF,24,Desana Systems,MA-L,false
0003E0,24,Commscope,MA-L,false
0003E1,24,"Winmate Communication, Inc",MA-L,false
0003E2,24,Comspace Corporation,MA-L,false
0003E3,24,"Cisco Systems, Inc",MA-L,false
0003E4,24,"Cisco Systems, Inc",MA-L,false
0003E5,24,Hermstedt SG,MA-L,false
0003E6,24,"Entone, Inc",MA-L,false
0003E7,24,Logostek Co. Ltd,MA-L,false
0003E8,24,Wavesight Limited,MA-L,false
0003E9,24,"Akara Canada, Inc",MA-L,false
0003EA,24,"Mega System Technologies, Inc",MA-L,false
0003EB,24,Atrica,MA-L,false
0003EC,24,"ICG Research, Inc",MA-L,false
0003ED,24,"Shinkawa Electric Co., Ltd",MA-L,false
0003EE,24,Mknet Corporation,MA-L,false
0003EF,24,Oneline AG,MA-L,false
0003F0,24,Redfern Broadband Networks,MA-L,false
0003F1,24,"Cicada Semiconductor, Inc",MA-L,false
0003F2,24,Seneca Networks,MA-L,false
0003F3,24,"Dazzle Multimedia, Inc",MA-L,false
0003F4,24,Netburner,MA-L,false
0003F5,24,Chip2chip,MA-L,false
0003F6,24,"Allegro Networks, Inc",MA-L,false
0003F7,24,Plast-control Gmbh,MA-L,false
0003F8,24,"Sancastle Technologies, Inc",MA-L,false
0003F9,24,"Pleiades Communications, Inc",MA-L,false
0003FA,24,Timetra Networks,MA-L,false
0003FB,24,"ENEGATE Co.,ltd.",MA-L,false
0003FC,24,Intertex Data AB,MA-L,false
0003FD,24,"Cisco Systems, Inc",MA-L,false
0003FE,24,"Cisco Systems, Inc",MA-L,false
0003FF,24,Microsoft Corporation,MA-L,false
000400,24,"LEXMARK INTERNATIONAL, INC.",MA-L,false
000401,24,"Osaki Electric Co., Ltd",MA-L,false
000402,24,"Nexsan Technologies, Ltd",MA-L,false
000403,24,Nexsi Corporation,MA-L,false
000404,24,"Makino Milling Machine Co., Ltd",MA-L,false
000405,24,ACN Technologies,MA-L,false
000406,24,Fa. Metabox AG,MA-L,false
000407,24,"Topcon Positioning Systems, Inc",MA-L,false
000408,24,"Sanko Electronics Co., Ltd",MA-L,false
000409,24,Cratos Networks,MA-L,false
00040A,24,Sage Systems,MA-L,false
00040B,24,3COM EUROPE LTD,MA-L,false
00040C,24,"Kanno Works, Ltd",MA-L,false
00040D,24,Avaya Inc,MA-L,false
00040E,24,AVM Gmbh,MA-L,false
00040F,24,"Asus Network Technologies, Inc",MA-L,false
000410,24,"Spinnaker Networks, Inc",MA-L,false
000411,24,"Inkra Networks, Inc",MA-L,false
000412,24,"Wavesmith Networks, Inc",MA-L,false
000413,24,Snom Technology Gmbh,MA-L,false
000414,24,"Umezawa Musen Denki Co., Ltd",MA-L,false
000415,24,"Rasteme Systems Co., Ltd",MA-L,false
000416,24,Parks S/A Comunicacoes Digitais,MA-L,false
000417,24,Schneider Electric,MA-L,false
000418,24,Teltronic S.A.U.,MA-L,false
000419,24,"Fibercycle Networks, Inc",MA-L,false
00041A,24,Ines Test And Measurement Gmbh & Cokg,MA-L,false
00041B,24,Bridgeworks Ltd,MA-L,false
00041C,24,"Ipdialog, Inc",MA-L,false
00041D,24,Corega Of America,MA-L,false
00041E,24,"Shikoku Instrumentation Co., Ltd",MA-L,false
00041F,24,Sony Interactive Entertainment Inc,MA-L,false
000420,24,"Slim Devices, Inc",MA-L,false
000421,24,Ocular Networks,MA-L,false
000422,24,"Studio Technologies, Inc",MA-L,false
000423,24,Intel Corporation,MA-L,false
000424,24,TMC S.r.l.,MA-L,false
000425,24,Atmel Corporation,MA-L,false
000426,24,Autosys,MA-L,false
000427,24,"Cisco Systems, Inc",MA-L,false
000428,24,"Cisco Systems, Inc",MA-L,false
000429,24,Pixord Corporation,MA-L,false
00042A,24,"Wireless Networks, Inc",MA-L,false
00042B,24,"IT Access Co., Ltd",MA-L,false
00042C,24,"Minet, Inc",MA-L,false
00042D,24,"Sarian Systems, Ltd",MA-L,false
